id,cve_id,commit_url,project_name,commit_id,repo_url,parent_commit_id,malicious_files,malicious_commit_hashes
10,CVE-2007-6761,https://github.com/torvalds/linux/commit/0b29669c065f60501e7289e1950fa2a618962358,linux,0b29669c065f60501e7289e1950fa2a618962358,https://github.com//torvalds/linux,843b1378c2ab47ab1ed9cb471938e0f0ec839fcd,,
11,CVE-2007-6762,https://github.com/torvalds/linux/commit/2a2f11c227bdf292b3a2900ad04139d301b56ac4,linux,2a2f11c227bdf292b3a2900ad04139d301b56ac4,https://github.com//torvalds/linux,797951200679f1d5ea12a2e58cc7bdbc2848764c,,
12,CVE-2008-10002,https://github.com/cfire24/ajaxlife/commit/9fb53b67312fe3f4336e01c1e3e1bedb4be0c1c8,ajaxlife,9fb53b67312fe3f4336e01c1e3e1bedb4be0c1c8,https://github.com//cfire24/ajaxlife,7f544522a8f98fbd3c3d9f4add9a98deb7848bde,,
13,CVE-2008-10003,https://github.com/iGamingModules/flashgames/commit/6e57683704885be32eea2ea614f80c9bb8f012c5,flashgames,6e57683704885be32eea2ea614f80c9bb8f012c5,https://github.com//iGamingModules/flashgames,a4ae2e836e0f0d8f9ca871228cf5403c505be473,,
14,CVE-2008-10004,https://github.com/drupalprojects/email_registration/commit/126c141b7db038c778a2dc931d38766aad8d1112,email_registration,126c141b7db038c778a2dc931d38766aad8d1112,https://github.com//drupalprojects/email_registration,be62cfcb26770208fd68486c72a1e0ad208ca557,,
20,CVE-2008-1897,https://github.com/xrg/asterisk-xrg/commit/10da3dab24e8ca08cf2c983f8d0206e383535b5a,asterisk-xrg,10da3dab24e8ca08cf2c983f8d0206e383535b5a,https://github.com//xrg/asterisk-xrg,bc1db655399316ac0e9cd178f1beffedc5037969,,
22,CVE-2008-1897,https://github.com/xrg/asterisk-xrg/commit/51714a24347dc57f9a208a4a8af84115ef407b83,asterisk-xrg,51714a24347dc57f9a208a4a8af84115ef407b83,https://github.com//xrg/asterisk-xrg,6ecbd7845ea74c14e2447cc62d69c4fdbf379d2a,,
26,CVE-2008-5619,https://github.com/PHPMailer/PHPMailer/commit/8beacc646acb67c995aea10ac5585970efc7355a,PHPMailer,8beacc646acb67c995aea10ac5585970efc7355a,https://github.com//PHPMailer/PHPMailer,d7c9ad524c3bf519985a7f257fc831b52a20ec69,,
27,CVE-2008-7050,http://github.com/Illydth/wowraidmanager/commit/7dd6367ae85003dd5d715431b6ab695f2c2f200a,wowraidmanager,7dd6367ae85003dd5d715431b6ab695f2c2f200a,http://github.com//Illydth/wowraidmanager,9415e32a0e7259c88519a7e20c875fed9e382ae7,auth/auth_phpbb3.php,"7dd6367ae85003dd5d715431b6ab695f2c2f200a,e50d60204c71938d9f182a4570a5077f57e0d61e,e2e618fbb83be5de8dfef5de10044720a3f0d660,465701335a49125cee53c32302e607ea25b4e137,17ead31e9541467a897ccd23bdb480383c1808db,874c32b8d5f7d2ed34f69f0fa5279a30bf60706d,99573f4754edee7aa3d82393e438ae72e8f924bd"
28,CVE-2008-7316,https://github.com/torvalds/linux/commit/124d3b7041f9a0ca7c43a6293e1cae4576c32fd5,linux,124d3b7041f9a0ca7c43a6293e1cae4576c32fd5,https://github.com//torvalds/linux,6598b60fd56ba5e915a001cc4e307880a94d19ae,,
29,CVE-2009-10001,https://github.com/jianlinwei/cool-php-captcha/commit/c84fb6b153bebaf228feee0cbf50728d27ae3f80,cool-php-captcha,c84fb6b153bebaf228feee0cbf50728d27ae3f80,https://github.com//jianlinwei/cool-php-captcha,c4e85084ac5ad755310bfbe1e20d8f17e014736c,,
30,CVE-2009-10002,https://github.com/dpup/fittr-flickr/commit/08875dd8a2e5d0d16568bb0d67cb4328062fccde,fittr-flickr,08875dd8a2e5d0d16568bb0d67cb4328062fccde,https://github.com//dpup/fittr-flickr,084b39c54f25b1e22f6d5b3d75b71afb31463672,,
32,CVE-2009-10004,https://github.com/Turante/sandbox-theme/commit/8045b1e10970342f558b2c5f360e0bd135af2b10,sandbox-theme,8045b1e10970342f558b2c5f360e0bd135af2b10,https://github.com//Turante/sandbox-theme,57367168ce441bbcb75688e924742f03ffc7c679,,
41,CVE-2010-10002,https://github.com/simplesamlphp/simplesamlphp-module-openid/commit/d652d41ccaf8c45d5707e741c0c5d82a2365a9a3,simplesamlphp-module-openid,d652d41ccaf8c45d5707e741c0c5d82a2365a9a3,https://github.com//simplesamlphp/simplesamlphp-module-openid,1b9ea153c6d005ba214fca5f573235702af0c8ed,,
42,CVE-2010-10003,https://github.com/gesellix/titlelink/commit/b4604e523853965fa981a4e79aef4b554a535db0,titlelink,b4604e523853965fa981a4e79aef4b554a535db0,https://github.com//gesellix/titlelink,34518c00579211348f7372a3b5a12d9a4b159b95,,
43,CVE-2010-10004,https://github.com/simplesamlphp/simplesamlphp-module-infocard/commit/f6bfea49ae16dc6e179df8306d39c3694f1ef186,simplesamlphp-module-infocard,f6bfea49ae16dc6e179df8306d39c3694f1ef186,https://github.com//simplesamlphp/simplesamlphp-module-infocard,429c8d791836b49264349615453b8f71b6573726,,
44,CVE-2010-10006,https://github.com/michaelliao/jopenid/commit/c9baaa976b684637f0d5a50268e91846a7a719ab,jopenid,c9baaa976b684637f0d5a50268e91846a7a719ab,https://github.com//michaelliao/jopenid,84a872934493f424f56a3dca86a965a9854f39c9,,
45,CVE-2010-10007,https://github.com/lierdakil/click-reminder/commit/41213b660e8eb01b22c8074f06208f59a73ca8dc,click-reminder,41213b660e8eb01b22c8074f06208f59a73ca8dc,https://github.com//lierdakil/click-reminder,293192351cf4fc9fd3d0af2caff8434a5cbecec4,,
46,CVE-2010-10008,https://github.com/simplesamlphp/simplesamlphp-module-openidprovider/commit/8365d48c863cf06ccf1465cc0a161cefae29d69d,simplesamlphp-module-openidprovider,8365d48c863cf06ccf1465cc0a161cefae29d69d,https://github.com//simplesamlphp/simplesamlphp-module-openidprovider,d4bbc9c3f6031ab7525fdea7278c5fb6c859cabc,,
47,CVE-2010-10009,https://github.com/frioux/ptome/commit/26829bba67858ca0bd4ce49ad50e7ce653914276,ptome,26829bba67858ca0bd4ce49ad50e7ce653914276,https://github.com//frioux/ptome,aca1619b46a58b0ab46d7d718f16d204d197fef5,,
62,CVE-2010-3844,https://github.com/Ettercap/ettercap/commit/4ef3ede30181eca9add74305ad26dbcb0c3686a0,ettercap,4ef3ede30181eca9add74305ad26dbcb0c3686a0,https://github.com//Ettercap/ettercap,d6b2cb4f87bae9c57532b942a0e0a3c682cfad23,,
63,CVE-2010-3872,https://github.com/apache/httpd-mod_fcgid/commit/b1afa70840b4ab4e6fbc12ac8798b2f3ccc336b2,httpd-mod_fcgid,b1afa70840b4ab4e6fbc12ac8798b2f3ccc336b2,https://github.com//apache/httpd-mod_fcgid,ed89a6f847f038e3507d056f23aca0446e6fecc0,,
67,CVE-2010-4250,https://github.com/torvalds/linux/commit/a2ae4cc9a16e211c8a128ba10d22a85431f093ab,linux,a2ae4cc9a16e211c8a128ba10d22a85431f093ab,https://github.com//torvalds/linux,09e5f14e57c70f9d357862bb56e57026c51092a1,,
71,CVE-2010-4264,https://github.com/vanilla/vanilla/commit/4535a059e4e24ca11a2ef0b4d754f262398bcece,vanilla,4535a059e4e24ca11a2ef0b4d754f262398bcece,https://github.com//vanilla/vanilla,a2059acde59f1d2596f698388c9438640abb30e6,,
72,CVE-2010-4335,https://github.com/cakephp/cakephp/commit/e431e86aa4301ced4273dc7919b59362cbb353cb,cakephp,e431e86aa4301ced4273dc7919b59362cbb353cb,https://github.com//cakephp/cakephp,eb76ab95f23ba9daa2b97b365f63a783a7d302cc,,
73,CVE-2010-4648,https://github.com/torvalds/linux/commit/0a54917c3fc295cb61f3fb52373c173fd3b69f48,linux,0a54917c3fc295cb61f3fb52373c173fd3b69f48,https://github.com//torvalds/linux,ba34fcee476d11e7c9df95932787a22a96ff6e68,,
74,CVE-2010-4650,https://github.com/torvalds/linux/commit/7572777eef78ebdee1ecb7c258c0ef94d35bad16,linux,7572777eef78ebdee1ecb7c258c0ef94d35bad16,https://github.com//torvalds/linux,d9d318d39dd5cb686660504a3565aac453709ccc,,
79,CVE-2010-5313,https://github.com/torvalds/linux/commit/fc3a9157d3148ab91039c75423da8ef97be3e105,linux,fc3a9157d3148ab91039c75423da8ef97be3e105,https://github.com//torvalds/linux,2030753de70a8aed39543ed09c2360665b3af481,,
81,CVE-2010-5328,https://github.com/torvalds/linux/commit/fa2755e20ab0c7215d99c2dc7c262e98a09b01df,linux,fa2755e20ab0c7215d99c2dc7c262e98a09b01df,https://github.com//torvalds/linux,72680a191b934377430032f93af15ef50aafb3a8,,
82,CVE-2010-5328,https://github.com/torvalds/linux/commit/f20011457f41c11edb5ea5038ad0c8ea9f392023,linux,f20011457f41c11edb5ea5038ad0c8ea9f392023,https://github.com//torvalds/linux,fa2755e20ab0c7215d99c2dc7c262e98a09b01df,,
83,CVE-2010-5328,https://github.com/torvalds/linux/commit/f106eee10038c2ee5b6056aaf3f6d5229be6dcdd,linux,f106eee10038c2ee5b6056aaf3f6d5229be6dcdd,https://github.com//torvalds/linux,f20011457f41c11edb5ea5038ad0c8ea9f392023,,
84,CVE-2010-5329,https://github.com/torvalds/linux/commit/fc0a80798576f80ca10b3f6c9c7097f12fd1d64e,linux,fc0a80798576f80ca10b3f6c9c7097f12fd1d64e,https://github.com//torvalds/linux,9f00edaef8a8741a2d5333676fe9aa23a2a3d2be,drivers/media/video/v4l2-ioctl.c,"fc0a80798576f80ca10b3f6c9c7097f12fd1d64e,74d83fa0241f603a4067f071a88ef8b9a7c415a0,6b5a9492ca0c991bab1ac495624e17520e9edf18,19c96e4b7d3c80071982a052e4a921c1a39875d9,11bbc1cadb638aaccb4764c6e16807b36b53cf19,7ecc0cf937e97b6116db09cd13c32467b34c164a,a399810ca69d9d4bd30ab8c1678c7439e567f90b,35ea11ff84719b1bfab2909903a9640a86552fd1,d3d7c963562adad92e968df23c425ae964fe9ce2,b6456c0cfe9d94e6d2bf684e6e6c031fc0b10031,9bedc7f7fe803c17d26b5fcf5786b50a7cf40def,a56a18c3ed3442a0c049c9b5f0dda918a6e83726,a1198ccf9c52922e66a3372b0045ebe335a127dd,51f0b8d57af501624ee55e8ca15d09d5bdc2b0dd,d14e6d76ebf740fd0d0bd296933993a555938896,337f9d205972bfe1cb7982384fd0f4caa4af001d,6a717883e720f75dec252c8af2a2d6dd049af254,34796bc009565ea72643087b7d69c9fa748bce9b,d33fbcbb21ba53358ba8a83765cfd1401e06d883"
85,CVE-2010-5331,https://github.com/torvalds/linux/commit/0031c41be5c529f8329e327b63cde92ba1284842,linux,0031c41be5c529f8329e327b63cde92ba1284842,https://github.com//torvalds/linux,8c88e50bcf7f9f7e1b4987aaac3dfacc3ac6bd24,,
86,CVE-2010-5332,https://github.com/torvalds/linux/commit/0926f91083f34d047abc74f1ca4fa6a9c161f7db,linux,0926f91083f34d047abc74f1ca4fa6a9c161f7db,https://github.com//torvalds/linux,b336369c1e1ad88495895260a9068eb18bc48b6c,,
87,CVE-2011-0006,https://github.com/torvalds/linux/commit/867c20265459d30a01b021a9c1e81fb4c5832aa9,linux,867c20265459d30a01b021a9c1e81fb4c5832aa9,https://github.com//torvalds/linux,03ed6a3aa600c48593c3984812fda2d5945ddb46,,
92,CVE-2011-0716,https://github.com/torvalds/linux/commit/6b0d6a9b4296fa16a28d10d416db7a770fc03287,linux,6b0d6a9b4296fa16a28d10d416db7a770fc03287,https://github.com//torvalds/linux,946bf5ee3c46f73b5cbd52aab594697b1a132d1f,,
100,CVE-2011-10001,https://github.com/iamdroppy/phoenixcf/commit/d156faf8bc36cd49c3b10d3697ef14167ad451d8,phoenixcf,d156faf8bc36cd49c3b10d3697ef14167ad451d8,https://github.com//iamdroppy/phoenixcf,7be8aa6a1de1082d961089027bf47081364ea9d5,,
101,CVE-2011-10002,https://github.com/rotelok/weblabyrinth/commit/60793fd8c8c4759596d3510641e96ea40e7f60e9,weblabyrinth,60793fd8c8c4759596d3510641e96ea40e7f60e9,https://github.com//rotelok/weblabyrinth,bc89921af4201898ffb922d3e508e444e42012cf,labyrinth.inc.php,"654b321953270e2673d7bbe444452a8279f51c13,3f287e5d761a9df292544f2d82104300a884379c,^61f1c9fd9c659314e821d214c1a4e55d4e50da6,60793fd8c8c4759596d3510641e96ea40e7f60e9,bc89921af4201898ffb922d3e508e444e42012cf,acca851ac5441ea0d609d975878b3e1b74b672d0,ec838f519c1d76d22bafc102a78384b37810449b"
102,CVE-2011-10003,https://github.com/haegyung/xe-core/commit/c6e94449f21256d6362450b29c7847305e756ad5,xe-core,c6e94449f21256d6362450b29c7847305e756ad5,https://github.com//haegyung/xe-core,0c9b6dfbd0d8933554dcf80ed0fc65f0aa33073d,classes/db/DBMssql.class.php,"d21cec685d4b2d0eeb03723dcf8f150cb7ba3ce4,e3c1e82b8d6221dccffd335b2d7dff0860c70d19,d51a0f279b3cf109b7a218d4e6741dda44fd5dbc,d7ee786ff0129630c92d1f8883800235efcbb6f6,6b5ead88dc527997c985628cc83b45601ba32f84"
104,CVE-2011-10006,https://github.com/wp-plugins/wp-postratings/commit/dcc68d03693152eba14d6fb33ba42528ff60e06a,wp-postratings,dcc68d03693152eba14d6fb33ba42528ff60e06a,https://github.com//wp-plugins/wp-postratings,6182a5682b12369ced0becd3b505439ce2eb8132,,
105,CVE-2011-10006,https://github.com/wp-plugins/wp-postratings/commit/6182a5682b12369ced0becd3b505439ce2eb8132,wp-postratings,6182a5682b12369ced0becd3b505439ce2eb8132,https://github.com//wp-plugins/wp-postratings,ebe6ea9773df59ea804be6c6c5ce1abe1880100c,,
106,CVE-2011-1007,https://github.com/bestpractical/rt/commit/917c211820590950f7eb0521f7f43b31aeed44c4,rt,917c211820590950f7eb0521f7f43b31aeed44c4,https://github.com//bestpractical/rt,90e89d2463651c3198981c0e32d2ec0ea1c480dc,share/html/Elements/Login,"729b9f947708a800e3c466df65bcf0ed8b652bba,e67c77a4bcc316e79329095cb1c7acb114c4a3c2,0c90434ab57eaca21559f3c5a33068199fd14743,690d120e22d718355e7caddb26dd9eb99a69fbb7,9c9656d2e63465b50ce068b0f4c6d650b5bad2f0,33e6b78cd1d71b1f36768789049cb10ffaefb29e,d86dad61b2b29d7ef41649f221ec2985ba2eadde,917c211820590950f7eb0521f7f43b31aeed44c4"
107,CVE-2011-1007,https://github.com/bestpractical/rt/commit/057552287159e801535e59b8fbd5bd98d1322069,rt,057552287159e801535e59b8fbd5bd98d1322069,https://github.com//bestpractical/rt,432df1da150eff66d7b17b2b0812114e0db9896a,share/html/Elements/Login,"729b9f947708a800e3c466df65bcf0ed8b652bba,e67c77a4bcc316e79329095cb1c7acb114c4a3c2,0c90434ab57eaca21559f3c5a33068199fd14743,690d120e22d718355e7caddb26dd9eb99a69fbb7,9c9656d2e63465b50ce068b0f4c6d650b5bad2f0,33e6b78cd1d71b1f36768789049cb10ffaefb29e,d86dad61b2b29d7ef41649f221ec2985ba2eadde,917c211820590950f7eb0521f7f43b31aeed44c4"
108,CVE-2011-1008,https://github.com/bestpractical/rt/commit/2338cd19ed7a7f4c1e94f639ab2789d6586d01f3,rt,2338cd19ed7a7f4c1e94f639ab2789d6586d01f3,https://github.com//bestpractical/rt,4fe46463daa743db38ab8e582b2fa7e3e42a16c9,,
109,CVE-2011-1019,https://github.com/torvalds/linux/commit/8909c9ad8ff03611c9c96c9a92656213e4bb495b,linux,8909c9ad8ff03611c9c96c9a92656213e4bb495b,https://github.com//torvalds/linux,a5abba989deceb731047425812d268daf7536575,,
110,CVE-2011-1021,https://github.com/torvalds/linux/commit/526b4af47f44148c9d665e57723ed9f86634c6e3,linux,526b4af47f44148c9d665e57723ed9f86634c6e3,https://github.com//torvalds/linux,aecad432fd68dafa5b3b497c4816fbfce6fd4066,drivers/acpi/debugfs.c,"a25ee9200eef07377e1703697afbb5d81f89e500,aecad432fd68dafa5b3b497c4816fbfce6fd4066"
111,CVE-2011-1023,https://github.com/torvalds/linux/commit/6094628bfd94323fc1cea05ec2c6affd98c18f7f,linux,6094628bfd94323fc1cea05ec2c6affd98c18f7f,https://github.com//torvalds/linux,9ac3524a948cab48137a8b40a4fa8ae1092b0a24,net/rds/loop.c,"6094628bfd94323fc1cea05ec2c6affd98c18f7f,d37c9359056f4f07b37e59810f0ece1031e280b2,13796bf9edc9d2008cfaa3ebea89312ced0d44a9,58c490babd4b425310363cbd1f406d7e508f77a5,77dd550e5547846604ff6f90c4dc6bba4414e485"
112,CVE-2011-1078,https://github.com/torvalds/linux/commit/c4c896e1471aec3b004a693c689f60be3b17ac86,linux,c4c896e1471aec3b004a693c689f60be3b17ac86,https://github.com//torvalds/linux,43629f8f5ea32a998d06d1bb41eefa0e821ff573,,
113,CVE-2011-1079,https://github.com/torvalds/linux/commit/43629f8f5ea32a998d06d1bb41eefa0e821ff573,linux,43629f8f5ea32a998d06d1bb41eefa0e821ff573,https://github.com//torvalds/linux,d9f51b51db2064c9049bf7924318fd8c6ed852cb,,
114,CVE-2011-1080,https://github.com/torvalds/linux/commit/d846f71195d57b0bbb143382647c2c6638b04c5a,linux,d846f71195d57b0bbb143382647c2c6638b04c5a,https://github.com//torvalds/linux,44bd4de9c2270b22c3c898310102bc6be9ed2978,,
115,CVE-2011-1160,https://github.com/torvalds/linux/commit/1309d7afbed112f0e8e90be9af975550caa0076b,linux,1309d7afbed112f0e8e90be9af975550caa0076b,https://github.com//torvalds/linux,0444d76ae64fffc7851797fc1b6ebdbb44ac504a,,
116,CVE-2011-1180,https://github.com/torvalds/linux/commit/d370af0ef7951188daeb15bae75db7ba57c67846,linux,d370af0ef7951188daeb15bae75db7ba57c67846,https://github.com//torvalds/linux,d50e7e3604778bfc2dc40f440e0742dbae399d54,,
117,CVE-2011-1182,https://github.com/torvalds/linux/commit/da48524eb20662618854bb3df2db01fc65f3070c,linux,da48524eb20662618854bb3df2db01fc65f3070c,https://github.com//torvalds/linux,b52307ca144881bf9ef1c2610b3f1911472eb467,,
118,CVE-2011-1476,https://github.com/torvalds/linux/commit/b769f49463711205d57286e64cf535ed4daf59e9,linux,b769f49463711205d57286e64cf535ed4daf59e9,https://github.com//torvalds/linux,ce24f58a1187ca3058d72c3f897e3b574209ab20,,
119,CVE-2011-1477,https://github.com/torvalds/linux/commit/4d00135a680727f6c3be78f8befaac009030e4df,linux,4d00135a680727f6c3be78f8befaac009030e4df,https://github.com//torvalds/linux,b769f49463711205d57286e64cf535ed4daf59e9,,
120,CVE-2011-1479,https://github.com/torvalds/linux/commit/d0de4dc584ec6aa3b26fffea320a8457827768fc,linux,d0de4dc584ec6aa3b26fffea320a8457827768fc,https://github.com//torvalds/linux,623dda65b6f71e6474f3f156dbed2acf6ff43584,fs/notify/inotify/inotify_user.c,"16dbc6c9616363fe53811abcbd935336dc0a0f01,7e790dd5fc937bc8d2400c30a05e32a9e9eef276,e08733446e72b983fed850fc5d8bd21b386feb29,63c882a05416e18de6fb59f7dd6da48f3bbe8273,f44aebcc566d1d6275f7191867b9633dc11de2ee,dead537dd8a1c9495322c1d6f7c780697f474af0,2d9048e201bfb67ba21f05e647b1286b8a4a5667,3632dee2f8b8a9720329f29eeaa4ec4669a3aff8,bcfbf84d4067674b0740a39605f8057622ad5230,b7ba83715317007962ee318587de92f14e9c3aaa,5ba08e2eeb06355f66ed62ae97bb87d145973a9a,52cef7555adf5ca09b3b7283097466759120d901,d0de4dc584ec6aa3b26fffea320a8457827768fc,825f9692fbe417b9fb529477056ba72022847038,e38b36f325153eaadd1c2a7abc5762079233e540,1c17d18e3775485bf1e0ce79575eb637a94494a2,31ddd3268dcb6c1d70e9930a83be43bf86e4bf17,75fe2b26394c59c8e16bd7b76f4be5d048103ad1,4006553b06306b34054529477b06b68a1c66249b,f874e1ac21d7708464dc656a10312542c54719f1"
121,CVE-2011-1488,https://github.com/rsyslog/rsyslog/commit/1ef709cc97d54f74d3fdeb83788cc4b01f4c6a2a,rsyslog,1ef709cc97d54f74d3fdeb83788cc4b01f4c6a2a,https://github.com//rsyslog/rsyslog,f46fa5ca003b55702107e170a2868ed0120246c7,runtime/ruleset.c,"6f4e3c4e4c85acdcf58969970484a54639ecc8f9,1ada506e2d90377c2475e103340d8986bf8847f9,802f6d8a8f39e5ba578e0183e4500bef8e3a198c,b6a92e2f23895cadf9f0ea2de64021912bd2eeb0,fe8d317c1b40fe162891d5ddec1cb7df702bb7fe,ca0ddc30a3edce02a440904a01f0b866c0f82b5a,1b7f5c54684db29c096e09238648a45dce78ebee,f7575cb9a81ed80848e21ea0cb31b6657f908f5d"
124,CVE-2011-1493,https://github.com/torvalds/linux/commit/be20250c13f88375345ad99950190685eda51eb8,linux,be20250c13f88375345ad99950190685eda51eb8,https://github.com//torvalds/linux,d370af0ef7951188daeb15bae75db7ba57c67846,,
126,CVE-2011-1575,https://github.com/jedisct1/pure-ftpd/commit/65c4d4ad331e94661de763e9b5304d28698999c4,pure-ftpd,65c4d4ad331e94661de763e9b5304d28698999c4,https://github.com//jedisct1/pure-ftpd,67b0385e0871ad3fc48b2244abb30eb673161146,,
